ID,item_cnt_month
1913,0.0
1914,0.0
1915,0.0
1916,0.0
1917,1.0
1918,0.0
1919,0.0
1920,1.0
1921,0.0
1922,1.0
1923,1.0
1924,1.0
1925,0.0
1926,0.0
1927,0.0
1928,1.0
1929,0.0
1930,2.111111111111111
1931,1.0
1932,1.3333333333333333
1933,1.625
1934,1.5
1935,1.8
1936,1.25
1937,2.0
1938,1.0
1939,0.0
1940,0.0
1941,1.5625
1942,1.0
1943,1.6666666666666667
1944,1.25
1945,1.4
1946,1.75
1947,0.0
1948,1.0
1949,1.0
1950,2.2666666666666666
1951,1.0
1952,1.0
1953,0.0
1954,0.0
1955,0.0
1956,2.0
1957,1.0
1958,1.3333333333333333
1959,0.0
1960,0.0
1961,0.0
1962,0.0
1963,0.0
1964,2.0
1965,1.3333333333333333
1966,0.0
1967,1.0
1968,1.0
1969,0.0
1970,0.0
1971,1.2
1972,1.0
1973,1.2
1974,0.0
1975,0.0
1976,0.0
1977,0.0
1978,0.0
1979,1.3333333333333333
1980,1.2222222222222223
1981,1.0
1982,0.0
1983,1.0
1984,1.0
1985,1.0
1986,4.6
1987,1.0
1988,2.5
1989,0.0
1990,0.0
1991,1.5
1992,1.0
1993,1.0
1994,0.0
1995,1.1666666666666667
1996,0.0
1997,0.0
1998,1.0
1999,1.0
2000,1.0
2001,0.0
2002,1.0
2003,1.0
2004,1.0
2005,1.0
2006,3.0
2007,3.0
2008,1.0
2009,1.0
2010,1.0
2011,0.0
2012,2.0
2013,1.2
2014,1.0
2015,1.0
2016,1.5
2017,0.0
2018,0.0
2019,1.0
2020,0.0
2021,0.0
2022,1.0
2023,1.2
2024,1.5
2025,1.0
2026,3.6363636363636362
2027,1.25
2028,1.4285714285714286
2029,0.0
2030,0.0
2031,0.0
2032,1.0
2033,0.0
2034,0.0
2035,0.0
2036,0.0
2037,1.0
2038,1.3333333333333333
2039,1.7777777777777777
2040,1.0
2041,1.0
2042,0.0
2043,0.0
2044,0.0
2045,0.0
2046,0.0
2047,0.0
2048,0.0
2049,0.0
2050,0.0
2051,0.0
2052,0.0
2053,0.0
2054,0.0
2055,0.0
2056,0.0
2057,0.0
2058,0.0
2059,2.25
2060,1.0
2061,0.0
2062,0.0
2063,0.0
2064,0.0
2065,1.0
2066,1.6666666666666667
2067,4.8
2068,6.0
2069,0.0
2070,0.0
2071,0.0
2072,0.0
2073,1.3333333333333333
2074,1.0
2075,1.2857142857142858
2076,0.0
2077,0.0
2078,0.0
2079,1.3333333333333333
2080,0.0
2081,0.0
2082,0.0
2083,0.0
2084,1.0
2085,1.6666666666666667
2086,1.0
2087,1.0
2088,0.0
2089,0.0
2090,0.0
2091,0.0
2092,1.4166666666666667
2093,1.0
2094,1.0
2095,0.0
2096,1.6666666666666667
2097,0.0
2098,1.3333333333333333
2099,1.0
2100,1.0
2101,1.2
2102,2.3333333333333335
2103,0.0
2104,0.0
2105,0.0
2106,1.7
2107,1.5
2108,1.0
2109,1.0
2110,0.0
2111,0.0
2112,1.0
2113,1.375
2114,0.0
2115,1.0
2116,1.0
2117,0.0
2118,1.1666666666666667
2119,1.0
2120,0.0
2121,1.0
2122,1.5
2123,1.0
2124,1.2857142857142858
2125,1.0
2126,1.0
2127,0.0
2128,1.0
2129,2.7142857142857144
2130,0.0
2131,2.6666666666666665
2132,1.0
2133,1.25
2134,0.0
2135,0.0
2136,1.0
2137,1.5
2138,1.0
2139,0.0
2140,1.0
2141,0.0
2142,2.1666666666666665
2143,1.0
2144,1.0
2145,1.0
2146,1.7
2147,0.0
2148,0.0
2149,0.0
2150,0.0
2151,0.0
2152,0.0
2153,1.0
2154,1.0
2155,0.0
2156,0.0
2157,0.0
2158,0.0
2159,1.0
2160,0.0
2161,0.0
2162,0.0
2163,0.0
2164,0.0
2165,0.0
2166,0.0
2167,1.0
2168,0.0
2169,0.0
2170,0.0
2171,1.2222222222222223
2172,1.0
2173,1.0
2174,1.0
2175,1.0
2176,1.5
2177,1.0
2178,0.0
2179,1.0
2180,1.0
2181,0.0
2182,0.0
2183,0.0
2184,1.3333333333333333
2185,1.0
2186,0.0
2187,0.0
2188,0.0
2189,1.0
2190,1.0
2191,1.0
2192,1.3333333333333333
2193,1.0
2194,1.0
2195,1.4166666666666667
2196,1.6666666666666667
2197,0.0
2198,0.0
2199,0.0
2200,2.125
2201,0.0
2202,0.0
2203,0.0
2204,0.0
2205,0.0
2206,0.0
2207,0.0
2208,1.0909090909090908
2209,1.0
2210,0.0
2211,1.2
2212,1.2
2213,1.0
2214,0.0
2215,1.25
2216,1.0
2217,1.0
2218,1.0
2219,1.3333333333333333
2220,1.0
2221,1.0
2222,0.0
2223,0.0
2224,1.0
2225,0.0
2226,2.0
2227,1.0
2228,1.25
2229,1.0
2230,1.0
2231,1.0
2232,1.1428571428571428
2233,0.0
2234,1.0
2235,0.0
2236,0.0
2237,1.0
2238,0.0
2239,0.0
2240,1.25
2241,1.0
2242,0.0
2243,0.0
2244,2.0
2245,1.0
2246,0.0
2247,0.0
2248,0.0
2249,0.0
2250,0.0
2251,0.0
2252,0.0
2253,0.0
2254,0.0
2255,1.0
2256,2.0
2257,1.5
2258,0.0
2259,0.0
2260,1.0
2261,1.3333333333333333
2262,0.0
2263,1.0
2264,0.0
2265,1.0
2266,1.0
2267,1.4285714285714286
2268,0.0
2269,0.0
2270,1.0
2271,0.0
2272,1.1666666666666667
2273,1.0
2274,1.0
2275,1.0
2276,0.0
2277,0.0
2278,1.5
2279,0.0
2280,1.0
2281,1.25
2282,1.0
2283,0.0
2284,0.0
2285,0.0
2286,0.0
2287,1.0
2288,0.0
2289,0.0
2290,1.0
2291,0.0
2292,1.0
2293,1.0
2294,0.0
2295,0.0
2296,0.0
2297,1.0
2298,1.0
2299,0.0
2300,1.0
2301,0.0
2302,0.0
2303,1.2
2304,0.0
2305,1.0
2306,1.0
2307,0.0
2308,1.2
2309,1.3333333333333333
2310,1.0
2311,0.0
2312,0.0
2313,1.0
2314,0.0
2315,1.3333333333333333
2316,0.0
2317,0.0
2318,1.1428571428571428
2319,1.75
2320,1.0
2321,1.3333333333333333
2322,0.0
2323,0.0
2324,0.0
2325,0.0
2326,0.0
2327,1.0
2328,1.0
2329,1.1111111111111112
2330,1.1428571428571428
2331,0.0
2332,1.0
2333,0.0
2334,1.0
2335,0.0
2336,1.4
2337,0.0
2338,0.0
2339,0.0
2340,1.0
2341,1.0
2342,1.5714285714285714
2343,0.0
2344,1.0
2345,0.0
2346,0.0
2347,1.2222222222222223
2348,0.0
2349,0.0
2350,0.0
2351,0.0
2352,0.0
2353,1.0
2354,0.0
2355,0.0
2356,0.0
2357,0.0
2358,1.0
2359,0.0
2360,0.0
2361,1.0
2362,0.0
2363,1.0
2364,0.0
2365,1.6
2366,2.0
2367,1.0
2368,1.0
2369,1.0
2370,1.0
2371,0.0
2372,1.0
2373,0.0
2374,1.0
2375,0.0
2376,1.0
2377,0.0
2378,0.0
2379,1.0
2380,0.0
2381,0.0
2382,0.0
2383,1.0
2384,1.0
2385,0.0
2386,1.5
2387,0.0
2388,0.0
2389,0.0
2390,0.0
2391,0.0
2392,0.0
2393,0.0
2394,2.0
2395,0.0
2396,0.0
2397,1.0
2398,1.0
2399,2.2777777777777777
2400,0.0
2401,1.0833333333333333
2402,1.0
2403,1.0
2404,0.0
2405,1.0
2406,0.0
2407,1.0
2408,0.0
2409,1.0
2410,0.0
2411,0.0
2412,1.0
2413,0.0
2414,0.0
2415,1.0
2416,0.0
2417,1.0
2418,0.0
2419,1.3
2420,1.1428571428571428
2421,0.0
2422,0.0
2423,0.0
2424,0.0
2425,0.0
2426,0.0
2427,0.0
2428,1.0714285714285714
2429,1.4375
2430,1.5384615384615385
2431,0.0
2432,1.5
2433,0.0
2434,1.1666666666666667
2435,1.0
2436,1.0
2437,0.0
2438,2.0
2439,1.4285714285714286
2440,0.0
2441,0.0
2442,1.0
2443,2.0
2444,1.0
2445,1.0
2446,2.0
2447,3.5
2448,1.0
2449,0.0
2450,0.0
2451,0.0
2452,1.0
2453,1.8571428571428572
2454,0.0
2455,0.0
2456,0.0
2457,1.7777777777777777
2458,0.0
2459,0.0
2460,0.0
2461,0.0
2462,0.0
2463,0.0
2464,1.0
2465,1.0
2466,1.6666666666666667
2467,1.0
2468,1.0
2469,1.4
2470,1.0
2471,1.25
2472,0.0
2473,1.0
2474,0.0
2475,1.0
2476,1.25
2477,0.0
2478,0.0
2479,2.076923076923077
2480,4.411764705882353
2481,1.75
2482,0.0
2483,1.3333333333333333
2484,0.0
2485,0.0
2486,1.0
2487,2.25
2488,0.0
2489,1.3333333333333333
2490,0.0
2491,1.2
2492,0.0
2493,1.0
2494,1.0
2495,1.3333333333333333
2496,0.0
2497,0.0
2498,1.0
2499,0.0
2500,0.0
2501,1.0
2502,0.0
2503,0.0
2504,1.0
2505,1.0
2506,1.0
2507,1.0
2508,0.0
2509,0.0
2510,1.0
2511,1.0
2512,0.0
2513,0.0
2514,0.0
2515,0.0
2516,0.0
2517,0.0
2518,1.0
2519,1.0
2520,0.0
2521,0.0
2522,0.0
2523,1.0
2524,0.0
2525,1.0
2526,0.0
2527,1.8
2528,0.0
2529,0.0
2530,1.0
2531,1.0
2532,1.2222222222222223
2533,1.0
2534,0.0
2535,0.0
2536,0.0
2537,0.0
2538,0.0
2539,1.0
2540,1.25
2541,0.0
2542,0.0
2543,0.0
2544,0.0
2545,0.0
2546,0.0
2547,1.0
2548,0.0
2549,0.0
2550,1.1111111111111112
2551,0.0
2552,0.0
2553,2.2857142857142856
2554,1.2
2555,1.0
2556,2.5
2557,1.0
2558,0.0
2559,2.7058823529411766
2560,1.5
2561,1.0
2562,1.0
2563,0.0
2564,0.0
2565,0.0
2566,0.0
2567,0.0
2568,0.0
2569,1.25
2570,0.0
2571,1.0
2572,0.0
2573,1.0
2574,1.0
2575,1.0
2576,1.4285714285714286
2577,1.0
2578,0.0
2579,0.0
2580,2.6666666666666665
2581,0.0
2582,0.0
2583,1.0
2584,1.0
2585,0.0
2586,0.0
2587,2.111111111111111
2588,1.0
2589,0.0
2590,0.0
2591,0.0
2592,0.0
2593,1.2222222222222223
2594,3.1666666666666665
2595,1.0
2596,0.0
2597,6.666666666666667
2598,1.0
2599,1.1666666666666667
2600,1.0
2601,0.0
2602,1.0
2603,1.0
2604,1.25
2605,1.0
2606,0.0
2607,0.0
2608,0.0
2609,1.0
2610,1.1111111111111112
2611,1.0
2612,1.5
2613,1.0
2614,0.0
2615,0.0
2616,0.0
2617,0.0
2618,0.0
2619,0.0
2620,1.3636363636363635
2621,0.0
2622,0.0
2623,2.5
2624,1.3333333333333333
2625,1.0
2626,0.0
2627,0.0
2628,1.1111111111111112
2629,0.0
2630,0.0
2631,1.0
2632,0.0
2633,0.0
2634,0.0
2635,0.0
2636,0.0
2637,0.0
2638,0.0
2639,0.0
2640,0.0
2641,0.0
2642,0.0
2643,0.0
2644,0.0
2645,0.0
2646,0.0
2647,0.0
2648,0.0
2649,0.0
2650,0.0
2651,0.0
2652,1.0
2653,1.5
2654,1.5
2655,1.0
2656,0.0
2657,1.6666666666666667
2658,0.0
2659,1.5
2660,0.0
2661,1.0
2662,0.0
2663,0.0
2664,1.0
2665,0.0
2666,0.0
2667,0.0
2668,1.0
2669,0.0
2670,3.0
2671,1.0
2672,0.6666666666666666
2673,1.2
2674,0.0
2675,0.0
2676,1.3333333333333333
2677,1.3333333333333333
2678,0.0
2679,0.0
2680,0.0
2681,0.0
2682,0.0
2683,2.0
2684,1.3333333333333333
2685,1.0
2686,0.0
2687,1.0
2688,1.0
2689,0.0
2690,0.0
2691,0.0
2692,1.0
2693,0.0
2694,1.0
2695,1.4
2696,1.5714285714285714
2697,1.2727272727272727
2698,0.0
2699,0.0
2700,0.0
2701,0.0
2702,0.0
2703,0.0
2704,1.6666666666666667
2705,1.3333333333333333
2706,0.0
2707,1.5
2708,0.0
2709,1.8888888888888888
2710,1.1666666666666667
2711,1.0
2712,1.75
2713,1.5
2714,1.0
2715,0.0
2716,1.0
2717,0.0
2718,1.0
2719,2.0
2720,1.0
2721,2.2083333333333335
2722,5.0
2723,0.0
2724,0.0
2725,1.2666666666666666
2726,0.0
2727,0.0
2728,0.0
2729,0.0
2730,0.0
2731,1.0
2732,0.0
2733,0.0
2734,0.0
2735,2.5
2736,0.0
2737,0.0
2738,0.0
2739,0.0
2740,0.0
2741,0.0
2742,0.0
2743,0.0
2744,0.0
2745,0.0
2746,0.0
2747,1.0
2748,0.0
2749,0.0
2750,0.0
2751,0.0
2752,0.0
2753,0.0
2754,0.0
2755,0.0
2756,0.0
2757,1.0
2758,1.0
2759,0.0
2760,1.3333333333333333
2761,1.0
2762,0.0
2763,0.0
2764,0.0
2765,0.0
2766,1.0
2767,0.0
2768,0.0
2769,0.0
2770,0.0
2771,0.0
2772,1.3333333333333333
2773,0.0
2774,0.0
2775,1.5
2776,1.125
2777,1.0
2778,1.0
2779,0.0
2780,0.0
2781,2.0
2782,1.25
2783,0.0
2784,2.5
2785,0.0
2786,0.0
2787,1.0
2788,1.0
2789,1.0
2790,0.0
2791,0.0
2792,1.0
2793,1.0
2794,0.0
2795,1.0
2796,1.2
2797,1.0
2798,1.5
2799,1.0
2800,0.0
2801,1.4375
2802,0.0
2803,1.2
2804,1.0
2805,0.0
2806,0.0
2807,1.3
2808,0.0
2809,0.0
2810,0.0
2811,0.0
2812,1.0
2813,1.0
2814,0.0
2815,1.1666666666666667
2816,1.4
2817,0.0
2818,0.0
2819,0.0
2820,0.0
2821,1.0
2822,0.0
2823,0.0
2824,0.0
2825,0.0
2826,0.0
2827,0.0
2828,3.0
2829,1.5
2830,1.0
2831,0.0
2832,0.0
2833,1.6666666666666667
2834,0.0
2835,1.0
2836,0.0
2837,0.0
2838,2.111111111111111
2839,1.0
2840,1.0
2841,1.0
2842,1.0
2843,1.3333333333333333
2844,2.2
2845,0.0
2846,0.0
2847,1.0
2848,1.0
2849,1.0
2850,0.0
2851,1.8823529411764706
2852,1.0
2853,0.0
2854,0.0
2855,1.1666666666666667
2856,2.0
2857,0.0
2858,0.0
2859,0.0
2860,1.4285714285714286
2861,1.0
2862,1.0
2863,0.0
2864,1.0
2865,0.0
2866,1.0
2867,1.0
2868,1.0
2869,0.0
2870,1.0
2871,0.0
2872,1.0
2873,1.0
2874,1.0
2875,1.0
2876,1.0
2877,1.0
2878,0.0
2879,1.5
2880,0.0
2881,1.5
2882,1.0
2883,0.0
2884,0.0
2885,1.0
2886,0.0
2887,0.0
2888,0.0
2889,0.0
2890,0.0
2891,1.0
2892,0.0
2893,0.0
2894,1.0
2895,0.0
2896,0.0
2897,0.0
2898,0.0
2899,0.0
2900,2.2
2901,0.0
2902,0.0
2903,1.0
2904,2.0
2905,1.5
2906,2.5
2907,0.0
2908,1.75
2909,0.0
2910,0.0
2911,1.0
2912,0.0
2913,1.0909090909090908
2914,1.0
2915,1.0
2916,1.5
2917,0.0
2918,0.0
2919,0.0
2920,0.0
2921,1.0
2922,1.75
2923,1.0
2924,0.0
2925,0.0
2926,1.0
2927,0.0
2928,0.0
2929,0.0
2930,0.0
2931,0.0
2932,0.0
2933,1.125
2934,1.2
2935,1.1428571428571428
2936,1.0
2937,1.0
2938,0.0
2939,0.0
2940,1.8
2941,0.0
2942,1.0
2943,1.0
2944,1.0
2945,1.0
2946,3.0
2947,0.0
2948,0.0
2949,0.0
2950,0.0
2951,1.6666666666666667
2952,0.0
2953,1.0
2954,1.9090909090909092
2955,2.3333333333333335
2956,1.5
2957,1.25
2958,1.0
2959,2.8823529411764706
2960,0.0
2961,1.7142857142857142
2962,0.0
2963,1.6666666666666667
2964,1.0
2965,0.0
2966,1.2857142857142858
2967,1.5
2968,1.0
2969,2.2857142857142856
2970,1.0
2971,1.0
2972,0.0
2973,1.1428571428571428
2974,2.4705882352941178
2975,0.0
2976,1.25
2977,1.0
2978,1.6
2979,1.0
2980,1.0
2981,1.0
2982,0.0
2983,1.0
2984,1.0
2985,1.1428571428571428
2986,1.0
2987,2.0
2988,0.0
2989,1.5
2990,0.0
2991,2.0
2992,2.0
2993,1.1428571428571428
2994,0.0
2995,0.0
2996,1.5
2997,0.0
2998,0.0
2999,0.0
3000,1.25
3001,1.0
3002,1.0
3003,1.5
3004,1.25
3005,0.0
3006,0.0
3007,1.0
3008,0.0
3009,0.0
3010,2.0
3011,0.0
3012,0.0
3013,0.0
3014,1.0
3015,1.0
3016,1.0
3017,1.0
3018,0.0
3019,0.0
3020,0.0
3021,0.0
3022,0.0
3023,2.75
3024,1.0
3025,0.0
3026,0.0
3027,0.0
3028,0.0
3029,0.0
3030,0.0
3031,0.0
3032,0.0
3033,0.0
3034,0.0
3035,1.25
3036,1.5
3037,0.0
3038,0.0
3039,1.8
3040,0.0
3041,2.0
3042,0.0
3043,0.0
3044,0.0
3045,1.0
3046,0.0
3047,1.0
3048,0.0
3049,1.0
3050,0.0
3051,1.1111111111111112
3052,1.0
3053,1.0
3054,3.2
3055,1.0
3056,1.0
3057,1.0
3058,1.0
3059,1.0
3060,1.0
3061,0.0
3062,0.0
3063,1.1428571428571428
3064,1.0
3065,3.0
3066,1.0
3067,0.0
3068,0.0
3069,1.0
3070,1.0
3071,1.5
3072,1.0
3073,0.0
3074,1.0
3075,1.0
3076,0.0
3077,1.0
3078,1.0
3079,0.0
3080,1.0
3081,0.0
3082,0.0
3083,0.0
3084,0.0
3085,1.0
3086,1.5714285714285714
3087,1.0
3088,1.0
3089,1.25
3090,1.1818181818181819
3091,0.0
3092,2.0
3093,0.0
3094,1.0
3095,2.0625
3096,1.0
3097,1.6
3098,0.0
3099,1.0
3100,1.0
3101,1.0
3102,0.0
3103,0.0
3104,0.0
3105,0.0
3106,0.0
3107,0.0
3108,0.0
3109,0.0
3110,0.0
3111,0.0
3112,0.0
3113,0.0
3114,0.0
3115,1.0
3116,0.0
3117,1.0
3118,1.6666666666666667
3119,1.0
3120,1.0
3121,1.0
3122,0.0
3123,0.0
3124,0.0
3125,0.0
3126,2.0
3127,1.0
3128,0.0
3129,0.0
3130,1.0
3131,1.0
3132,1.0
3133,0.0
3134,0.0
3135,1.0
3136,0.0
3137,0.0
3138,0.0
3139,0.0
3140,0.0
3141,1.0
3142,0.0
3143,0.0
3144,0.0
3145,1.0
3146,0.0
3147,1.0
3148,1.3333333333333333
3149,2.0
3150,1.0
3151,0.0
3152,0.0
3153,0.0
3154,1.0
3155,1.3333333333333333
3156,0.0
3157,0.0
3158,0.0
3159,0.0
3160,0.0
3161,0.0
3162,0.0
3163,0.0
3164,0.0
3165,1.0
3166,1.5
3167,2.0
3168,0.0
3169,0.0
3170,0.0
3171,0.0
3172,1.0
3173,0.0
3174,0.0
3175,0.0
3176,0.0
3177,0.0
3178,0.0
3179,1.0
3180,0.0
3181,1.0
3182,0.0
3183,0.0
3184,1.0
3185,0.0
3186,1.3333333333333333
3187,1.5
3188,0.0
3189,0.0
3190,0.0
3191,1.0
3192,0.0
3193,0.0
3194,0.0
3195,0.0
3196,2.0
3197,1.2
3198,1.3333333333333333
3199,1.0
3200,0.0
3201,0.0
3202,1.0
3203,1.0
3204,1.4
3205,0.0
3206,0.0
3207,0.0
3208,0.0
3209,0.0
3210,1.0
3211,1.0
3212,0.0
3213,1.0
3214,1.0
3215,1.0
3216,1.0
3217,1.0
3218,1.0
3219,2.0
3220,0.0
3221,1.0
3222,0.0
3223,1.0
3224,1.0
3225,1.5
3226,0.0
3227,2.0
3228,0.0
3229,0.0
3230,0.0
3231,0.0
3232,0.0
3233,0.0
3234,0.0
3235,0.0
3236,0.0
3237,0.0
3238,0.0
3239,0.0
3240,0.0
3241,1.0
3242,1.0
3243,0.0
3244,0.0
3245,0.0
3246,0.0
3247,0.0
3248,0.0
3249,0.0
3250,0.0
3251,0.0
3252,1.0
3253,0.0
3254,0.0
3255,1.0
3256,0.0
3257,0.0
3258,0.0
3259,0.0
3260,1.0
3261,0.0
3262,0.0
3263,0.0
3264,1.0
3265,0.0
3266,0.0
3267,0.0
3268,0.0
3269,0.0
3270,0.0
3271,0.0
3272,1.0
3273,0.0
3274,0.0
3275,1.0
3276,0.0
3277,1.6666666666666667
3278,0.0
3279,1.0
3280,0.0
3281,1.0
3282,0.0
3283,1.0
3284,0.0
3285,0.0
3286,0.0
3287,0.0
3288,1.0
3289,1.0
3290,1.0
3291,0.0
3292,0.0
3293,0.0
3294,0.0
3295,0.0
3296,0.0
3297,0.0
3298,0.0
3299,1.0
3300,0.0
3301,0.0
3302,0.0
3303,0.0
3304,0.0
3305,0.0
3306,0.0
3307,0.0
3308,2.5
3309,0.0
3310,0.0
3311,1.0
3312,0.0
3313,0.0
3314,0.0
3315,0.0
3316,1.0
3317,0.0
3318,0.0
3319,1.0
3320,2.0
3321,0.0
3322,2.5
3323,0.0
3324,0.0
3325,0.0
3326,0.0
3327,0.0
3328,0.0
3329,0.0
3330,0.0
3331,0.0
3332,0.0
3333,0.0
3334,1.0
3335,0.0
3336,0.0
3337,1.5
3338,0.0
3339,0.0
3340,0.0
3341,1.0
3342,0.0
3343,0.0
3344,1.0
3345,1.0
3346,0.0
3347,1.0
3348,1.0
3349,0.0
3350,0.0
3351,0.0
3352,0.0
3353,1.0
3354,0.0
3355,0.0
3356,1.0
3357,0.0
3358,1.0
3359,0.0
3360,0.0
3361,1.0
3362,0.0
3363,0.0
3364,0.0
3365,0.0
3366,0.0
3367,0.0
3368,1.1666666666666667
3369,1.25
3370,1.5
3371,0.0
3372,0.0
3373,1.0
3374,0.0
3375,0.0
3376,0.0
3377,0.0
3378,2.0
3379,1.0
3380,1.3333333333333333
3381,1.0
3382,1.0
3383,1.0
3384,0.0
3385,0.0
3386,0.0
3387,0.0
3388,0.0
3389,1.0
3390,0.0
3391,0.0
3392,0.0
3393,0.0
3394,2.0
3395,0.0
3396,0.0
3397,1.0
3398,0.0
3399,0.0
3400,0.0
3401,0.0
3402,1.0
3403,1.0
3404,0.0
3405,1.4285714285714286
3406,0.0
3407,1.0
3408,0.0
3409,1.3333333333333333
3410,0.0
3411,0.0
3412,0.0
3413,0.0
3414,0.0
3415,0.0
3416,1.0
3417,0.0
3418,0.0
3419,1.0
3420,0.0
3421,0.0
3422,0.0
3423,0.0
3424,1.0714285714285714
3425,1.125
3426,0.0
3427,0.0
3428,1.6666666666666667
3429,2.1333333333333333
3430,0.0
3431,1.0
3432,1.0
3433,1.125
3434,1.4166666666666667
3435,2.0
3436,0.0
3437,0.0
3438,0.0
3439,1.0
3440,1.0
3441,1.0
3442,0.0
3443,1.0
3444,0.0
3445,1.5
3446,0.0
3447,0.0
3448,0.0
3449,0.0
3450,0.0
3451,0.0
3452,0.0
3453,0.0
3454,0.0
3455,1.0
3456,1.0
3457,1.6666666666666667
3458,1.0
3459,1.5
3460,0.0
3461,0.0
3462,0.0
3463,1.0
3464,1.0
3465,1.0
3466,0.0
3467,1.1666666666666667
3468,1.0
3469,0.0
3470,0.0
3471,0.0
3472,1.0
3473,1.5
3474,0.0
3475,0.0
3476,0.0
3477,0.0
3478,1.0
3479,1.0
3480,1.0
3481,1.0
3482,1.0
3483,0.0
3484,0.0
3485,0.0
3486,0.0
3487,1.25
3488,1.0
3489,2.176470588235294
3490,0.0
3491,0.0
3492,0.0
3493,1.0
3494,0.0
3495,1.25
3496,0.0
3497,1.0
3498,0.0
3499,0.0
3500,1.3333333333333333
3501,1.0
3502,0.0
3503,0.0
3504,1.0
3505,0.0
3506,0.0
3507,0.0
3508,4.5
3509,0.0
3510,0.0
3511,0.0
3512,1.8571428571428572
3513,1.0
3514,0.0
3515,0.0
3516,0.0
3517,0.0
3518,0.0
3519,0.0
3520,0.0
3521,0.0
3522,0.0
3523,0.0
3524,0.0
3525,0.0
3526,0.0
3527,0.0
3528,0.0
3529,0.0
3530,0.0
3531,0.0
3532,0.0
3533,0.0
3534,0.0
3535,0.0
3536,1.0
3537,0.0
3538,0.0
3539,0.0
3540,0.0
3541,0.0
3542,0.0
3543,0.0
3544,1.0
3545,0.0
3546,0.0
3547,1.0
3548,0.0
3549,0.0
3550,0.0
3551,0.0
3552,0.0
3553,0.0
3554,0.0
3555,1.0
3556,0.0
3557,1.0
3558,1.0
3559,0.0
3560,0.0
3561,1.0
3562,0.0
3563,0.0
3564,0.0
3565,1.0
3566,1.0
3567,0.0
3568,0.0
3569,1.0
3570,1.0
3571,0.0
3572,1.0
3573,0.0
3574,0.0
3575,0.0
3576,0.0
3577,0.0
3578,0.0
3579,1.0
3580,1.0
3581,0.0
3582,1.0
3583,1.0
3584,0.0
3585,0.0
3586,1.0
3587,0.0
3588,0.0
3589,0.0
3590,0.0
3591,0.0
3592,0.0
3593,1.3333333333333333
3594,0.0
3595,0.0
3596,0.0
3597,1.0
3598,0.0
3599,1.75
3600,1.0
3601,3.0
3602,0.0
3603,0.0
3604,1.1666666666666667
3605,0.0
3606,1.0
3607,0.0
3608,0.0
3609,0.0
3610,0.0
3611,0.0
3612,0.0
3613,1.0
3614,1.0
3615,0.0
3616,0.0
3617,0.0
3618,0.0
3619,0.0
3620,1.0
3621,0.0
3622,0.0
3623,0.0
3624,0.0
3625,1.0
3626,1.0
3627,0.0
3628,0.0
3629,0.0
3630,0.0
3631,0.0
3632,0.0
3633,0.0
3634,0.0
3635,0.0
3636,1.0
3637,0.0
3638,0.0
3639,0.0
3640,0.0
3641,0.0
3642,0.0
3643,0.0
3644,0.0
3645,1.0
3646,0.0
3647,0.0
3648,0.0
3649,0.0
3650,0.0
3651,0.0
3652,0.0
3653,0.0
3654,0.0
3655,0.0
3656,0.0
3657,1.0
3658,0.0
3659,0.0
3660,0.0
3661,1.0
3662,0.0
3663,1.6666666666666667
3664,1.0
3665,1.3333333333333333
3666,0.0
3667,0.0
3668,0.0
3669,2.142857142857143
3670,0.0
3671,1.0
3672,1.5
3673,1.1666666666666667
3674,1.0
3675,1.0
3676,1.0
3677,1.3333333333333333
3678,0.0
3679,0.0
3680,0.0
3681,1.0
3682,1.0
3683,2.0
3684,1.0
3685,0.0
3686,1.0
3687,1.5
3688,1.0
3689,0.0
3690,0.0
3691,1.0
3692,1.3333333333333333
3693,0.0
3694,0.0
3695,1.0
3696,0.0
3697,0.0
3698,1.25
3699,1.0
3700,0.0
3701,1.0
3702,0.0
3703,1.0
3704,1.0
3705,0.0
3706,1.0
3707,1.8333333333333333
3708,1.0
3709,1.0
3710,0.6666666666666666
3711,0.6666666666666666
3712,0.0
3713,1.1111111111111112
3714,1.6
3715,1.0
3716,1.4444444444444444
3717,1.0
3718,1.3333333333333333
3719,6.6
3720,1.0
3721,0.0
3722,0.0
3723,2.4545454545454546
3724,1.0
3725,1.0
3726,0.0
3727,1.0
3728,0.0
3729,0.0
3730,1.0
3731,0.0
3732,1.0
3733,1.1428571428571428
3734,0.0
3735,1.0
3736,0.0
3737,1.0
3738,0.0
3739,0.0
3740,0.0
3741,1.5
3742,0.0
3743,0.0
3744,0.0
3745,1.0
3746,0.0
3747,0.0
3748,1.0
3749,2.0
3750,1.0
3751,0.0
3752,0.0
3753,0.0
3754,0.0
3755,0.0
3756,0.0
3757,0.0
3758,1.0
3759,1.0
3760,0.0
3761,0.0
3762,1.2
3763,0.0
3764,2.5
3765,0.0
3766,0.0
3767,1.0
3768,1.0
3769,2.0
3770,0.0
3771,0.0
3772,0.0
3773,0.0
3774,1.0
3775,0.0
3776,0.0
3777,0.0
3778,1.0
3779,2.0
3780,0.0
3781,1.5
3782,0.0
3783,0.0
3784,0.0
3785,0.0
3786,1.0
3787,1.0
3788,0.0
3789,1.0
3790,0.0
3791,1.0
3792,0.0
3793,0.0
3794,0.0
3795,0.0
3796,0.0
3797,1.0
3798,0.0
3799,1.0
3800,0.0
3801,0.0
3802,2.235294117647059
